% Model:              spr_bsa_calc.mph
% Version:            COMSOL 6.0.0.405
% Date:               Nov 27 2024, 14:13
% Table:              Table 1 - Global Evaluation 1
% in_rad                 h_BSA (nm)               freq (THz)               Reflectance, port 1 (1)
1.08                     0.9999999999999999       304.66713211382114       0.9633806369350311
1.08                     3                        304.66713211382114       0.9631837625291707
1.08                     4.999999999999999        304.66713211382114       0.9629919142583641
1.08                     7                        304.66713211382114       0.962804950586887
1.08                     9                        304.66713211382114       0.96262271798365
1.08                     11                       304.66713211382114       0.9624450649523014
1.08                     12.999999999999998       304.66713211382114       0.9622718407576165
1.08                     15                       304.66713211382114       0.9621028964547919
1.08                     16.999999999999996       304.66713211382114       0.9619380856873259
1.08                     19                       304.66713211382114       0.9617772652629547
1.08                     21                       304.66713211382114       0.9616202955779345
1.08                     22.999999999999996       304.66713211382114       0.96146704094071
1.08                     25                       304.66713211382114       0.9613173697541652
1.08                     26.999999999999996       304.66713211382114       0.9611711546589624
1.08                     28.999999999999996       304.66713211382114       0.9610282725832997
1.08                     30.999999999999996       304.66713211382114       0.9608886047508143
1.08                     33                       304.66713211382114       0.9607520366769586
1.08                     35                       304.66713211382114       0.9606184580778652
1.08                     36.99999999999999        304.66713211382114       0.9604877628187747
1.08                     39                       304.66713211382114       0.9603598487976801
1.08                     41                       304.66713211382114       0.9602346178539226
1.08                     42.99999999999999        304.66713211382114       0.960111975628942
1.08                     45                       304.66713211382114       0.9599918314568603
1.08                     47                       304.66713211382114       0.9598740982301242
1.08                     48.99999999999999        304.66713211382114       0.9597586922678091
1.08                     50.99999999999999        304.66713211382114       0.9596455331864416
1.08                     53                       304.66713211382114       0.9595345437780081
1.08                     54.99999999999999        304.66713211382114       0.959425649867808
1.08                     56.99999999999999        304.66713211382114       0.9593187801963737
1.08                     59                       304.66713211382114       0.9592138663076272
1.08                     60.99999999999999        304.66713211382114       0.9591108424119926
1.08                     63                       304.66713211382114       0.9590096452871452
1.08                     64.99999999999999        304.66713211382114       0.9589102141545766
1.08                     67                       304.66713211382114       0.9588124905856257
1.08                     69                       304.66713211382114       0.958716418389202
1.08                     70.99999999999999        304.66713211382114       0.958621943514072
1.08                     73                       304.66713211382114       0.9585290139603182
1.08                     75                       304.66713211382114       0.9584375796856199
1.08                     76.99999999999999        304.66713211382114       0.9583475925129825
1.08                     79                       304.66713211382114       0.9582590060588885
1.08                     81                       304.66713211382114       0.9581717756448241
1.08                     82.99999999999999        304.66713211382114       0.9580858582219915
1.08                     85                       304.66713211382114       0.958001212310617
1.08                     87                       304.66713211382114       0.9579177979142784
1.08                     88.99999999999999        304.66713211382114       0.9578355764659379
1.08                     91                       304.66713211382114       0.9577545107635883
1.08                     93                       304.66713211382114       0.9576745648888417
1.08                     94.99999999999999        304.66713211382114       0.9575957042358326
1.08                     97                       304.66713211382114       0.9575178952978003
1.08                     98.99999999999999        304.66713211382114       0.9574411057660602
1.08                     100.99999999999999       304.66713211382114       0.9573653044125782
1.08                     103                      304.66713211382114       0.957290461051639
1.08                     104.99999999999999       304.66713211382114       0.9572165464953216
1.08                     106.99999999999999       304.66713211382114       0.9571435325136247
1.08                     109                      304.66713211382114       0.9570713917761594
1.08                     110.99999999999999       304.66713211382114       0.9570000978919412
1.08                     112.99999999999999       304.66713211382114       0.956929625213029
1.08                     115                      304.66713211382114       0.9568599489453993
1.08                     116.99999999999999       304.66713211382114       0.9567910451131902
1.08                     118.99999999999999       304.66713211382114       0.9567228903780418
1.08                     121                      304.66713211382114       0.9566554621609046
1.08                     122.99999999999999       304.66713211382114       0.9565887386091465
1.08                     125                      304.66713211382114       0.9565226984168845
1.08                     127                      304.66713211382114       0.956457320955458
1.08                     129                      304.66713211382114       0.956392586238373
1.08                     130.99999999999997       304.66713211382114       0.9563284747533658
1.08                     133                      304.66713211382114       0.9562649676027348
1.08                     135                      304.66713211382114       0.9562020463989749
1.08                     136.99999999999997       304.66713211382114       0.9561396932394982
1.08                     139                      304.66713211382114       0.9560778907750834
1.08                     141                      304.66713211382114       0.9560166220212072
1.08                     142.99999999999997       304.66713211382114       0.9559558705008396
1.08                     145                      304.66713211382114       0.9558956201495905
1.08                     147                      304.66713211382114       0.9558358553134749
1.08                     148.99999999999997       304.66713211382114       0.9557765607293097
1.08                     151                      304.66713211382114       0.9557177215113944
1.08                     153                      304.66713211382114       0.9556593231352959
1.08                     154.99999999999997       304.66713211382114       0.9556013514227528
1.08                     157                      304.66713211382114       0.9555437925282269
1.08                     159                      304.66713211382114       0.955486632922778
1.08                     160.99999999999997       304.66713211382114       0.9554298593863935
1.08                     163                      304.66713211382114       0.9553734589866476
1.08                     165                      304.66713211382114       0.9553174190759761
1.08                     166.99999999999997       304.66713211382114       0.955261727275684
1.08                     169                      304.66713211382114       0.9552063714584772
1.08                     171                      304.66713211382114       0.9551513397515468
1.08                     172.99999999999997       304.66713211382114       0.9550966205135467
1.08                     175                      304.66713211382114       0.955042202326755
1.08                     177                      304.66713211382114       0.9549880739959772
1.08                     178.99999999999997       304.66713211382114       0.9549342245268848
1.08                     181                      304.66713211382114       0.9548806431216864
1.08                     183                      304.66713211382114       0.9548273191761141
1.08                     184.99999999999997       304.66713211382114       0.9547742422605479
1.08                     187                      304.66713211382114       0.954721402116931
1.08                     189                      304.66713211382114       0.9546687886553806
1.08                     190.99999999999997       304.66713211382114       0.9546163919336859
1.08                     193                      304.66713211382114       0.954564202163601
1.08                     195                      304.66713211382114       0.9545122096922204
1.08                     196.99999999999997       304.66713211382114       0.954460405002251
1.08                     199                      304.66713211382114       0.95440877870222
1.08                     201                      304.66713211382114       0.9543573215163772
1.08                     202.99999999999997       304.66713211382114       0.9543060242844189
1.08                     205                      304.66713211382114       0.9542548779494506
1.08                     207                      304.66713211382114       0.954203873555125
1.08                     208.99999999999997       304.66713211382114       0.954153002236908
1.08                     211                      304.66713211382114       0.9541022552164548
1.08                     213                      304.66713211382114       0.9540516237962596
1.08                     214.99999999999997       304.66713211382114       0.9540010993552713
1.08                     217                      304.66713211382114       0.9539506733361512
1.08                     219                      304.66713211382114       0.9539003372507077
1.08                     220.99999999999997       304.66713211382114       0.9538500826638054
1.08                     223                      304.66713211382114       0.9537999011929958
1.08                     225                      304.66713211382114       0.9537497845008062
1.08                     226.99999999999997       304.66713211382114       0.9536997242940413
1.08                     229                      304.66713211382114       0.9536497123105531
1.08                     231                      304.66713211382114       0.953599740320628
1.08                     232.99999999999997       304.66713211382114       0.9535498001168098
1.08                     235                      304.66713211382114       0.9534998835134997
