% Model:              spr_bsa_calc.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 5 2024, 11:03
% Table:              Table 1 - Global Evaluation 2
% in_rad                 h_BSA (nm)               freq (THz)               Reflectance, order 0 (1)
1.08                     50                       304.66713211382114       0.9591156936071507
1.08                     54.99999999999999        304.66713211382114       0.9588139289888614
1.08                     60                       304.66713211382114       0.9585277908564878
1.08                     64.99999999999999        304.66713211382114       0.9582558131775216
1.08                     70                       304.66713211382114       0.9579966897960985
1.08                     75                       304.66713211382114       0.9577492542275023
1.08                     79.99999999999999        304.66713211382114       0.9575124620494279
1.08                     85                       304.66713211382114       0.9572853756057693
1.08                     90                       304.66713211382114       0.9570671507477564
1.08                     94.99999999999999        304.66713211382114       0.9568570253439008
1.08                     100                      304.66713211382114       0.956654309318624
1.08                     104.99999999999999       304.66713211382114       0.9564583759966224
1.08                     109.99999999999999       304.66713211382114       0.9562686545722694
1.08                     115                      304.66713211382114       0.9560846236162617
1.08                     120                      304.66713211382114       0.9559058052733775
1.081                    50                       304.66713211382114       0.9593806638220409
1.081                    54.99999999999999        304.66713211382114       0.9590625007108848
1.081                    60                       304.66713211382114       0.9587615031327367
1.081                    64.99999999999999        304.66713211382114       0.9584760361906103
1.081                    70                       304.66713211382114       0.9582046458983906
1.081                    75                       304.66713211382114       0.9579460364387081
1.081                    79.99999999999999        304.66713211382114       0.9576990502135175
1.081                    85                       304.66713211382114       0.9574626504483519
1.081                    90                       304.66713211382114       0.9572359060836909
1.081                    94.99999999999999        304.66713211382114       0.9570179786732511
1.081                    100                      304.66713211382114       0.9568081110274119
1.081                    104.99999999999999       304.66713211382114       0.9566056173548503
1.081                    109.99999999999999       304.66713211382114       0.9564098746977302
1.081                    115                      304.66713211382114       0.9562203155499615
1.081                    120                      304.66713211382114       0.9560364212923054
1.082                    50                       304.66713211382114       0.9596248445938182
1.082                    54.99999999999999        304.66713211382114       0.9592909596323764
1.082                    60                       304.66713211382114       0.9589757325618922
1.082                    64.99999999999999        304.66713211382114       0.9586773636915291
1.082                    70                       304.66713211382114       0.9583942543998544
1.082                    75                       304.66713211382114       0.9581249821704683
1.082                    79.99999999999999        304.66713211382114       0.9578682784882244
1.082                    85                       304.66713211382114       0.9576230094533685
1.082                    90                       304.66713211382114       0.9573881588906942
1.082                    94.99999999999999        304.66713211382114       0.9571628136752913
1.082                    100                      304.66713211382114       0.9569461510058067
1.082                    104.99999999999999       304.66713211382114       0.956737427358468
1.082                    109.99999999999999       304.66713211382114       0.956535968898378
1.082                    115                      304.66713211382114       0.9563411632167227
1.082                    120                      304.66713211382114       0.956152452007363
1.083                    50                       304.66713211382114       0.9598522045986055
1.083                    54.99999999999999        304.66713211382114       0.9595031513064378
1.083                    60                       304.66713211382114       0.9591742084394251
1.083                    64.99999999999999        304.66713211382114       0.9588634156432392
1.083                    70                       304.66713211382114       0.9585690327440849
1.083                    75                       304.66713211382114       0.9582895129521463
1.083                    79.99999999999999        304.66713211382114       0.9580234788351243
1.083                    85                       304.66713211382114       0.9577697010818071
1.083                    90                       304.66713211382114       0.9575270799111041
1.083                    94.99999999999999        304.66713211382114       0.9572946288764471
1.083                    100                      304.66713211382114       0.9570714607981166
1.083                    104.99999999999999       304.66713211382114       0.956856775549902
1.083                    109.99999999999999       304.66713211382114       0.956649849457879
1.083                    115                      304.66713211382114       0.956450026164239
1.083                    120                      304.66713211382114       0.9562567085525315
1.084                    50                       304.66713211382114       0.9600657991288737
1.084                    54.99999999999999        304.66713211382114       0.9597020326010438
1.084                    60                       304.66713211382114       0.9593597947051418
1.084                    64.99999999999999        304.66713211382114       0.9590369686724485
1.084                    70                       304.66713211382114       0.9587316757941559
1.084                    75                       304.66713211382114       0.9584422472667589
1.084                    79.99999999999999        304.66713211382114       0.9581671985232971
1.084                    85                       304.66713211382114       0.9579052063142159
1.084                    90                       304.66713211382114       0.9576550885162484
1.084                    94.99999999999999        304.66713211382114       0.9574157864753029
1.084                    100                      304.66713211382114       0.9571863496353489
1.084                    104.99999999999999       304.66713211382114       0.9569659221786658
1.084                    109.99999999999999       304.66713211382114       0.9567537314262522
1.084                    115                      304.66713211382114       0.9565490778370391
1.084                    120                      304.66713211382114       0.9563513261878221
1.085                    50                       304.66713211382114       0.9602680180549946
1.085                    54.99999999999999        304.66713211382114       0.9598899143101334
1.085                    60                       304.66713211382114       0.9595347273647626
1.085                    64.99999999999999        304.66713211382114       0.9592001884886532
1.085                    70                       304.66713211382114       0.9588842834559855
1.085                    75                       304.66713211382114       0.9585852235977186
1.085                    79.99999999999999        304.66713211382114       0.958301418825331
1.085                    85                       304.66713211382114       0.9580314532265035
1.085                    90                       304.66713211382114       0.9577740633933699
1.085                    94.99999999999999        304.66713211382114       0.9575281193741687
1.085                    100                      304.66713211382114       0.9572926080410891
1.085                    104.99999999999999       304.66713211382114       0.9570666186099731
1.085                    109.99999999999999       304.66713211382114       0.9568493300576222
1.085                    115                      304.66713211382114       0.9566400002653962
