% Model:              spr_1d_homo_index.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 26 2025, 09:48
% Table:              Table 1 - Reflectance, Transmittance, and Absorptance (ewfd)
% in_rad (rad)           n_channel                lambda0 (nm)             Reflectance, order 0 (1)
1.104                    1.342                    983.9999999999999        0.9658214754187271
1.104                    1.3425                   983.9999999999999        0.9655111385986078
1.104                    1.343                    983.9999999999999        0.9651878162040962
1.104                    1.3435000000000001       983.9999999999999        0.9648517354258697
1.104                    1.344                    983.9999999999999        0.9645028576091268
1.104                    1.3445                   983.9999999999999        0.9641408717990144
1.104                    1.345                    983.9999999999999        0.9637651795188603
1.104                    1.3455000000000001       983.9999999999999        0.9633748694601029
1.104                    1.346                    983.9999999999999        0.9629686799163809
1.104                    1.3465                   983.9999999999999        0.96254494592171
1.104                    1.347                    983.9999999999999        0.9621015267253253
1.104                    1.3475000000000001       983.9999999999999        0.9616357072750373
1.104                    1.348                    983.9999999999999        0.9611440646620968
1.104                    1.3485                   983.9999999999999        0.9568684185435052
1.104                    1.349                    983.9999999999999        0.9479961871396702
1.104                    1.3495000000000001       983.9999999999999        0.9433985424484446
1.104                    1.35                     983.9999999999999        0.939981233643336
1.104                    1.3505                   983.9999999999999        0.937210700573491
1.104                    1.351                    983.9999999999999        0.9348678139769567
1.104                    1.3515000000000001       983.9999999999999        0.9328359408609455
1.104                    1.352                    983.9999999999999        0.9310437586311199
1.104                    1.3525                   983.9999999999999        0.9294436456086869
1.104                    1.353                    983.9999999999999        0.9280018086013568
1.104                    1.3535000000000001       983.9999999999999        0.9266931711884027
1.104                    1.354                    983.9999999999999        0.9254984784993958
1.104                    1.3545                   983.9999999999999        0.9244025421218717
1.104                    1.355                    983.9999999999999        0.923393118044698
1.104                    1.3555000000000001       983.9999999999999        0.9224601576833655
1.104                    1.356                    983.9999999999999        0.9215952899513589
1.104                    1.3565                   983.9999999999999        0.9207914522730546
1.104                    1.357                    983.9999999999999        0.9200426208612308
1.104                    1.3575000000000002       983.9999999999999        0.9193436093354628
1.104                    1.358                    983.9999999999999        0.9186899154217175
1.104                    1.3585                   983.9999999999999        0.918077602244455
1.104                    1.359                    983.9999999999999        0.9175032050921199
1.104                    1.3595000000000002       983.9999999999999        0.9169636572197537
1.104                    1.36                     983.9999999999999        0.916456230106767
1.105                    1.33                     983.9999999999999        0.9569888122278016
1.105                    1.3305                   983.9999999999999        0.9592801057981638
1.105                    1.331                    983.9999999999999        0.961158148404655
1.105                    1.3315000000000001       983.9999999999999        0.9626940784071718
1.105                    1.332                    983.9999999999999        0.9639454815739565
1.105                    1.3325                   983.9999999999999        0.9649592321801447
1.105                    1.333                    983.9999999999999        0.9657736851599825
1.105                    1.3335000000000001       983.9999999999999        0.9664203783635997
1.105                    1.334                    983.9999999999999        0.9669253625331492
1.105                    1.3345                   983.9999999999999        0.9673102472291711
1.105                    1.335                    983.9999999999999        0.9675930275860308
1.105                    1.3355000000000001       983.9999999999999        0.9677887418115195
1.105                    1.336                    983.9999999999999        0.9679099967782812
1.105                    1.3365                   983.9999999999999        0.9679673902837873
1.105                    1.337                    983.9999999999999        0.9679698518374493
1.105                    1.3375000000000001       983.9999999999999        0.9679249189209903
1.105                    1.338                    983.9999999999999        0.9678389617771127
1.105                    1.3385                   983.9999999999999        0.9677173669336809
1.105                    1.339                    983.9999999999999        0.9675646874441074
1.105                    1.3395000000000001       983.9999999999999        0.9673847661015634
1.105                    1.34                     983.9999999999999        0.9671808365598294
1.105                    1.3405                   983.9999999999999        0.9669556062718547
1.105                    1.341                    983.9999999999999        0.9667113242447525
1.105                    1.3415000000000001       983.9999999999999        0.9664498361076542
1.105                    1.342                    983.9999999999999        0.9661726282669484
1.105                    1.3425                   983.9999999999999        0.9658808626135713
1.105                    1.343                    983.9999999999999        0.9655754028102289
1.105                    1.3435000000000001       983.9999999999999        0.9652568328254889
1.105                    1.344                    983.9999999999999        0.9649254680980319
1.105                    1.3445                   983.9999999999999        0.9645813593896934
1.105                    1.345                    983.9999999999999        0.9642242889607139
1.105                    1.3455000000000001       983.9999999999999        0.9638537584307713
1.105                    1.346                    983.9999999999999        0.9634689670634898
1.105                    1.3465                   983.9999999999999        0.9630687786443138
1.105                    1.347                    983.9999999999999        0.9626516742787626
1.105                    1.3475000000000001       983.9999999999999        0.9622156871892439
1.105                    1.348                    983.9999999999999        0.9617583139825201
1.105                    1.3485                   983.9999999999999        0.9612763943917517
1.105                    1.349                    983.9999999999999        0.9607659478590022
1.105                    1.3495000000000001       983.9999999999999        0.9501643416557012
1.105                    1.35                     983.9999999999999        0.9448078050319821
1.105                    1.3505                   983.9999999999999        0.941060148366299
1.105                    1.351                    983.9999999999999        0.9380909231802759
1.105                    1.3515000000000001       983.9999999999999        0.9356107875816861
