% Model:              spr_bsa_calc.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 3 2024, 17:26
% Table:              Table 2 - Global Evaluation 2
% in_rad                 h_BSA (nm)               freq (THz)               Reflectance, order 0 (1)
1.1                      0.9999999999999999       304.66713211382114       0.9668485337622406
1.1                      6                        304.66713211382114       0.9680039218241475
1.1                      11                       304.66713211382114       0.9681817696979776
1.1                      15.999999999999998       304.66713211382114       0.967895349079751
1.1                      21                       304.66713211382114       0.9673900457479492
1.1                      25.999999999999996       304.66713211382114       0.9667889729655751
1.1                      30.999999999999996       304.66713211382114       0.9661557478967855
1.1                      36                       304.66713211382114       0.965523587916967
1.1                      41                       304.66713211382114       0.9649095999821837
1.1                      45.99999999999999        304.66713211382114       0.9643221323006164
1.1                      50.99999999999999        304.66713211382114       0.9637647002274798
1.1                      56                       304.66713211382114       0.9632381453733246
1.1                      60.99999999999999        304.66713211382114       0.9627418498319825
1.1                      66                       304.66713211382114       0.9622744297510716
1.1                      70.99999999999999        304.66713211382114       0.961834134718517
1.1                      76                       304.66713211382114       0.9614190777078014
1.1                      81                       304.66713211382114       0.9610273658927789
1.1                      85.99999999999999        304.66713211382114       0.9606571728538003
1.1                      91                       304.66713211382114       0.9603067760284479
1.1                      96                       304.66713211382114       0.9599745734933384
1.101                    0.9999999999999999       304.66713211382114       0.9659941817899419
1.101                    6                        304.66713211382114       0.9677047525699162
1.101                    11                       304.66713211382114       0.9681465806678757
1.101                    15.999999999999998       304.66713211382114       0.9679888264505847
1.101                    21                       304.66713211382114       0.9675452858471565
1.101                    25.999999999999996       304.66713211382114       0.9669714406105954
1.101                    30.999999999999996       304.66713211382114       0.9663471419646974
1.101                    36                       304.66713211382114       0.9657141237152003
1.101                    41                       304.66713211382114       0.9650941148874298
1.101                    45.99999999999999        304.66713211382114       0.9644980335495411
1.101                    50.99999999999999        304.66713211382114       0.9639308448422113
1.101                    56                       304.66713211382114       0.9633942114594267
