% Model:              spr_1d_bsa_cake.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 26 2025, 11:33
% Table:              Table 1 - Reflectance, Transmittance, and Absorptance (ewfd)
% in_rad                 h_BSA (nm)               freq (THz)               Reflectance, order 0 (1)
1.1                      0.9999999999999999       304.66713211382114       0.9681935313723784
1.1                      11                       304.66713211382114       0.9675527234095358
1.1                      21                       304.66713211382114       0.966342086661554
1.1                      30.999999999999996       304.66713211382114       0.9650858593740838
1.1                      41                       304.66713211382114       0.9639228924615874
1.1                      50.99999999999999        304.66713211382114       0.9628816641462985
1.1                      60.99999999999999        304.66713211382114       0.9619574576118982
1.1                      70.99999999999999        304.66713211382114       0.9611365108720423
1.1                      81                       304.66713211382114       0.960403917639923
1.1                      91                       304.66713211382114       0.9597461091473913
1.11                     0.9999999999999999       304.66713211382114       0.9575519097928489
1.11                     11                       304.66713211382114       0.9667060720690047
1.11                     21                       304.66713211382114       0.9677273720290637
1.11                     30.999999999999996       304.66713211382114       0.9669314535498222
1.11                     41                       304.66713211382114       0.9657382955629592
1.11                     50.99999999999999        304.66713211382114       0.9645312632870244
1.11                     60.99999999999999        304.66713211382114       0.9634161362937781
1.11                     70.99999999999999        304.66713211382114       0.9624144600161035
1.11                     81                       304.66713211382114       0.9615213237154391
1.11                     91                       304.66713211382114       0.960724338108925
1.12                     0.9999999999999999       304.66713211382114       0.8168704606832926
1.12                     11                       304.66713211382114       0.945621662540051
1.12                     21                       304.66713211382114       0.9641070430550858
1.12                     30.999999999999996       304.66713211382114       0.9672016945361447
1.12                     41                       304.66713211382114       0.96698202513958
1.12                     50.99999999999999        304.66713211382114       0.9659501249035259
1.12                     60.99999999999999        304.66713211382114       0.9647696316203602
1.12                     70.99999999999999        304.66713211382114       0.9636345612509926
1.12                     81                       304.66713211382114       0.9625978033954712
1.12                     91                       304.66713211382114       0.961666349306214
1.1300000000000001       0.9999999999999999       304.66713211382114       0.04443386535298828
1.1300000000000001       11                       304.66713211382114       0.7436784861054819
1.1300000000000001       21                       304.66713211382114       0.9348879145538852
