9.171130657196044922e-01,1.105371304051897823e+03
5.851956129074096680e+00,1.106268837100579503e+03
1.098052501678466797e+01,1.106647083629317649e+03
1.584483981132507324e+01,1.107640422960774231e+03
2.097010254859924316e+01,1.108726151452856811e+03
2.593965029716491699e+01,1.109217973466309104e+03
3.094458651542663574e+01,1.110290258903535232e+03
3.585279154777526855e+01,1.110629491232049759e+03
4.087903618812561035e+01,1.111447043226858796e+03
4.586625194549560547e+01,1.111749034686326013e+03
5.090000963211059570e+01,1.114768151522828930e+03
5.588225746154785156e+01,1.115814240408798014e+03
6.088019990921020508e+01,1.116322056351368701e+03
6.585621404647827148e+01,1.116963885650134216e+03
7.094283533096313477e+01,1.117391193764494801e+03
7.597449016571044922e+01,1.117615312452960325e+03
8.094119739532470703e+01,1.118551403212817149e+03
8.594700360298156738e+01,1.118815395460890841e+03
9.097903251647949219e+01,1.119770419674636287e+03
9.589005041122436523e+01,1.120244473542815740e+03
1.009473397731781006e+02,1.120491364358180817e+03
1.059546473026275635e+02,1.121252140507305285e+03
1.109092781543731689e+02,1.121283205981266292e+03
1.159493610858917236e+02,1.121885706798951105e+03
1.209277975559234619e+02,1.122280816085042716e+03
1.259558322429656982e+02,1.122462886429085529e+03
1.309044020175933838e+02,1.122884277438575509e+03
1.359058289527893066e+02,1.122937719562286020e+03
1.409899907112121582e+02,1.123489546809691547e+03
1.459501607418060303e+02,1.123652716117946966e+03
1.509958188533782959e+02,1.123740566129465151e+03
1.559968569278717041e+02,1.124417688125394989e+03
1.608702094554901123e+02,1.124360444687619520e+03
1.660061993598937988e+02,1.125159145034699122e+03
1.708725230693817139e+02,1.125145774425527179e+03
1.759689874649047852e+02,1.125450895931252717e+03
1.809654214382171631e+02,1.125870847448013365e+03
1.859809329509735107e+02,1.126105034703254205e+03
1.909992918968200684e+02,1.126379527863311068e+03
1.959811971187591553e+02,1.126557809790525880e+03
2.009027190208435059e+02,1.129009628570904624e+03
2.059716150760650635e+02,1.129675131150629795e+03
2.108748297691345215e+02,1.129707402840984059e+03
2.160218095779418945e+02,1.129957755357337874e+03
2.210527040958404541e+02,1.130253299138388002e+03
2.259948451519012451e+02,1.126701734260444027e+03
2.308726639747619629e+02,1.126149020536373882e+03
2.360475540161132812e+02,1.126467366859239519e+03
2.409970674514770508e+02,1.131007446974015920e+03
2.459126217365264893e+02,1.131944174402796079e+03
2.508499691486358643e+02,1.132180473660409461e+03
2.559924952983856201e+02,1.132357074437035180e+03
2.610125775337219238e+02,1.132727461648661119e+03
2.659850833415985107e+02,1.132819319646009490e+03
2.709967668056488037e+02,1.133169952031989396e+03
2.759895122051239014e+02,1.133450771025581389e+03
2.808929982185363770e+02,1.133524426164510487e+03
2.859817056655883789e+02,1.134032931069535834e+03
