0.000000000000000000e+00,4.717318760368047897e-02
1.000000000000000000e+00,-1.698184178122318366e-01
2.000000000000000000e+00,1.265244201119560541e-01
3.000000000000000000e+00,-7.585951798963309206e-03
4.000000000000000000e+00,-3.436049345034639796e-02
5.000000000000000000e+00,-8.929346510478824994e-02
6.000000000000000000e+00,1.582072103854541278e-01
7.000000000000000000e+00,-2.138750147200949719e-02
8.000000000000000000e+00,-1.947336211738321943e-01
9.000000000000000000e+00,4.648128241454310694e-02
1.000000000000000000e+01,1.442206424498138906e-01
1.100000000000000000e+01,-3.721917402608836134e-02
1.200000000000000000e+01,2.275620816703874394e-01
1.300000000000000000e+01,-1.766375794551776068e-01
1.400000000000000000e+01,-4.805272421894728196e-02
1.500000000000000000e+01,-1.736330020997562951e-01
1.600000000000000000e+01,1.679680107423818791e-01
1.700000000000000000e+01,3.648127725615004507e-02
1.800000000000000000e+01,1.515364436530918513e-01
1.900000000000000000e+01,-7.073565756431499096e-02
2.000000000000000000e+01,4.382266352279619304e-02
2.100000000000000000e+01,2.390505856783596908e-02
2.200000000000000000e+01,-3.718925176923944947e-02
2.300000000000000000e+01,5.958165773279915783e-02
2.400000000000000000e+01,2.988246663425733404e-02
2.500000000000000000e+01,-1.234771615995499672e-01
2.600000000000000000e+01,1.698084174004683145e-01
2.700000000000000000e+01,-6.857753263761902363e-02
2.800000000000000000e+01,5.887029039196204488e-02
2.900000000000000000e+01,-2.850622491009716097e-02
3.000000000000000000e+01,7.542598962089114289e-03
3.100000000000000000e+01,8.490322913174072617e-02
3.200000000000000000e+01,2.054029540714755880e-02
3.300000000000000000e+01,-1.061672426902355304e-01
3.400000000000000000e+01,-6.216414987151336335e-02
3.500000000000000000e+01,-1.348656471846604032e-01
3.600000000000000000e+01,1.311684182523100151e-01
3.700000000000000000e+01,-1.658471889196416055e-02
3.800000000000000000e+01,1.681926976270928242e-01
3.900000000000000000e+01,6.035963288339223250e-03
4.000000000000000000e+01,-1.649410907083174657e-02
4.100000000000000000e+01,-7.390954555470424141e-04
4.200000000000000000e+01,-2.093725868030789083e-01
4.300000000000000000e+01,-4.987360653669134503e-02
4.400000000000000000e+01,1.248767093970570563e-01
4.500000000000000000e+01,-2.839483997670841364e-02
4.600000000000000000e+01,1.272794819109579478e-01
4.700000000000000000e+01,-9.580247709157191371e-02
4.800000000000000000e+01,1.279902729798248762e-01
4.900000000000000000e+01,1.252058089163367131e-03
5.000000000000000000e+01,-7.933958229103985071e-02
5.100000000000000000e+01,-8.339181743673690361e-02
5.200000000000000000e+01,2.669433019251619965e-02
5.300000000000000000e+01,-4.277996815889977683e-02
5.400000000000000000e+01,2.242630751115932963e-02
5.500000000000000000e+01,8.601842055144874599e-02
5.600000000000000000e+01,1.292290641607487557e-02
5.700000000000000000e+01,-1.220807776454886640e-01
5.800000000000000000e+01,-2.381961106664224337e-01
5.900000000000000000e+01,3.596743928245066391e-02
6.000000000000000000e+01,2.109081627557438110e-02
6.100000000000000000e+01,-1.950598006122368777e-01
6.200000000000000000e+01,-3.891772699358677506e-02
6.300000000000000000e+01,1.297217768176901244e-02
6.400000000000000000e+01,-7.951166973705037569e-03
6.500000000000000000e+01,-7.124050836511450213e-02
6.600000000000000000e+01,-2.078137932882726316e-02
6.700000000000000000e+01,1.110309893235695844e-01
6.800000000000000000e+01,7.009834397497538561e-02
6.900000000000000000e+01,-7.994598327258797821e-02
7.000000000000000000e+01,-1.222437013318335153e-01
7.100000000000000000e+01,7.416376569211161063e-02
7.200000000000000000e+01,1.418534255895381180e-01
7.300000000000000000e+01,-1.581148128820866472e-01
7.400000000000000000e+01,6.385372468336969476e-02
7.500000000000000000e+01,1.556952650277750594e-01
7.600000000000000000e+01,8.811899994678029646e-02
7.700000000000000000e+01,-2.423810933572135839e-01
7.800000000000000000e+01,3.263195321282135603e-02
7.900000000000000000e+01,4.628211994834403355e-03
8.000000000000000000e+01,6.939922862115972813e-02
8.100000000000000000e+01,1.002576131655923963e-01
8.200000000000000000e+01,-1.890258196175382405e-02
8.300000000000000000e+01,-9.867298656135434221e-03
8.400000000000000000e+01,-6.840480986192898349e-02
8.500000000000000000e+01,-1.068932452899587493e-02
8.600000000000000000e+01,1.275027463857371368e-02
8.700000000000000000e+01,8.847175454281906715e-02
8.800000000000000000e+01,4.939486601187660295e-03
8.900000000000000000e+01,-2.001703834863500231e-01
9.000000000000000000e+01,-6.958564164888706403e-03
9.100000000000000000e+01,-2.245447465966673474e-03
9.200000000000000000e+01,8.989106467098595399e-02
9.300000000000000000e+01,1.223891958680546205e-01
9.400000000000000000e+01,-9.059252163303882499e-02
9.500000000000000000e+01,1.385321677107037852e-01
9.600000000000000000e+01,-1.654289771897332053e-03
9.700000000000000000e+01,-7.163913274879173121e-02
9.800000000000000000e+01,-7.203597028192144924e-02
9.900000000000000000e+01,7.478817008861698978e-02
1.000000000000000000e+02,-6.641135150923169195e-02
1.010000000000000000e+02,9.241722572011956682e-02
1.020000000000000000e+02,-5.700329163396639087e-02
1.030000000000000000e+02,-2.349604033558067850e-01
1.040000000000000000e+02,-1.226169741844336109e-01
1.050000000000000000e+02,3.882230172755041231e-02
1.060000000000000000e+02,3.872975088692560963e-02
1.070000000000000000e+02,-8.313940525007805504e-02
1.080000000000000000e+02,-1.622280956770394411e-02
1.090000000000000000e+02,2.738702956129172861e-02
1.100000000000000000e+02,1.422217923416344842e-01
1.110000000000000000e+02,1.051929324728039222e-03
1.120000000000000000e+02,-2.360161399511641889e-01
1.130000000000000000e+02,1.244552059235126684e-01
